COUNTY,LANE_TYPE,RURAL_URBAN,ROAD_MILES,TRAVEL_MVM,TOTAL_CRASHES,PDO_CRASHES,INJURY_CRASHES,FATAL_CRASHES,VICTIM_KILLED,VICTIM_INJURED,,,,,,,,,,,,,,,,,,,,,,
MAD,     NON FWY,URBAN,7.3 ,30.9 ,101 ,77 ,24 ,0 ,0 ,34 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     FREEWAY,URBAN,14.3 ,312.2 ,358 ,248 ,108 ,2 ,2 ,191 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     TOTAL,URBAN,21.6 ,343.0 ,459 ,325 ,132 ,2 ,2 ,225 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      2 AND 3 LN,COUNTYWIDE,77.6 ,292.3 ,361 ,214 ,141 ,6 ,8 ,215 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      4+ UND,COUNTYWIDE,1.7 ,9.6 ,20 ,13 ,7 ,0 ,0 ,10 ,,,,,,,,,,,,,,,,,,,,,,
MAD,      4+ DIV,COUNTYWIDE,2.1 ,10.4 ,15 ,13 ,2 ,0 ,0 ,6 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     SUBTOTAL,COUNTYWIDE,81.4 ,312.4 ,396 ,240 ,150 ,6 ,8 ,231 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     2 AND 3 LN EXP,COUNTYWIDE,0.8 ,1.9 ,1 ,1 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     4+ DIV EXP,COUNTYWIDE,16.2 ,96.9 ,46 ,27 ,16 ,3 ,3 ,27 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     NON FWY,COUNTYWIDE,98.4 ,411.2 ,443 ,268 ,166 ,9 ,11 ,258 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     FREEWAY,COUNTYWIDE,32.1 ,767.8 ,599 ,421 ,175 ,3 ,4 ,284 ,,,,,,,,,,,,,,,,,,,,,,
MAD,     TOTAL,COUNTYWIDE,130.6 ,"1,178.9 ","1,042 ",689 ,341 ,12 ,15 ,542 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      2 AND 3 LN,RURAL ,281.2 ,269.6 ,397 ,263 ,127 ,7 ,7 ,183 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      4+ UND,RURAL ,3.6 ,11.8 ,7 ,5 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      4+ DIV,RURAL ,3.6 ,14.1 ,6 ,4 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     SUBTOTAL,RURAL ,288.4 ,295.5 ,410 ,272 ,131 ,7 ,7 ,187 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     2 AND 3 LN EXP,RURAL ,18.6 ,65.2 ,24 ,17 ,5 ,2 ,2 ,8 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     4+ DIV EXP,RURAL ,30.8 ,110.1 ,102 ,76 ,23 ,3 ,3 ,36 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     NON FWY,RURAL ,337.8 ,470.7 ,536 ,365 ,159 ,12 ,12 ,231 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     FREEWAY,RURAL ,18.9 ,50.7 ,30 ,24 ,5 ,1 ,1 ,7 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     TOTAL,RURAL ,356.6 ,521.4 ,566 ,389 ,164 ,13 ,13 ,238 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      2 AND 3 LN,URBAN,11.9 ,29.5 ,29 ,18 ,10 ,1 ,1 ,15 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      4+ UND,URBAN,0.3 ,1.7 ,7 ,5 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      4+ DIV,URBAN,2.0 ,9.2 ,32 ,22 ,10 ,0 ,0 ,15 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     SUBTOTAL,URBAN,14.1 ,40.4 ,68 ,45 ,22 ,1 ,1 ,32 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     2 AND 3 LN EXP,URBAN,0.2 ,0.8 ,2 ,1 ,1 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     4+ DIV EXP,URBAN,1.8 ,8.9 ,9 ,6 ,3 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     NON FWY,URBAN,16.1 ,50.2 ,79 ,52 ,26 ,1 ,1 ,37 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     FREEWAY,URBAN,12.8 ,117.8 ,75 ,66 ,9 ,0 ,0 ,13 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     TOTAL,URBAN,28.9 ,167.9 ,154 ,118 ,35 ,1 ,1 ,50 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      2 AND 3 LN,COUNTYWIDE,293.0 ,299.1 ,426 ,281 ,137 ,8 ,8 ,198 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      4+ UND,COUNTYWIDE,3.9 ,13.5 ,14 ,10 ,4 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
MEN,      4+ DIV,COUNTYWIDE,5.6 ,23.4 ,38 ,26 ,12 ,0 ,0 ,17 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     SUBTOTAL,COUNTYWIDE,302.6 ,335.9 ,478 ,317 ,153 ,8 ,8 ,219 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     2 AND 3 LN EXP,COUNTYWIDE,18.7 ,66.0 ,26 ,18 ,6 ,2 ,2 ,10 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     4+ DIV EXP,COUNTYWIDE,32.6 ,119.0 ,111 ,82 ,26 ,3 ,3 ,39 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     NON FWY,COUNTYWIDE,353.9 ,520.9 ,615 ,417 ,185 ,13 ,13 ,268 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     FREEWAY,COUNTYWIDE,31.6 ,168.5 ,105 ,90 ,14 ,1 ,1 ,20 ,,,,,,,,,,,,,,,,,,,,,,
MEN,     TOTAL,COUNTYWIDE,385.5 ,689.4 ,720 ,507 ,199 ,14 ,14 ,288 ,,,,,,,,,,,,,,,,,,,,,,
MER,      2 AND 3 LN,RURAL ,111.9 ,220.0 ,279 ,168 ,105 ,6 ,7 ,169 ,,,,,,,,,,,,,,,,,,,,,,
MER,      4+ UND,RURAL ,1.3 ,6.0 ,8 ,3 ,5 ,0 ,0 ,9 ,,,,,,,,,,,,,,,,,,,,,,
MER,      4+ DIV,RURAL ,0.5 ,3.0 ,7 ,2 ,5 ,0 ,0 ,9 ,,,,,,,,,,,,,,,,,,,,,,
MER,     SUBTOTAL,RURAL ,113.7 ,228.9 ,294 ,173 ,115 ,6 ,7 ,187 ,,,,,,,,,,,,,,,,,,,,,,
MER,     2 AND 3 LN EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MER,     4+ DIV EXP,RURAL ,37.3 ,354.9 ,199 ,122 ,72 ,5 ,6 ,102 ,,,,,,,,,,,,,,,,,,,,,,
MER,     NON FWY,RURAL ,151.1 ,583.8 ,493 ,295 ,187 ,11 ,13 ,289 ,,,,,,,,,,,,,,,,,,,,,,
MER,     FREEWAY,RURAL ,46.6 ,733.8 ,320 ,210 ,106 ,4 ,4 ,186 ,,,,,,,,,,,,,,,,,,,,,,
MER,     TOTAL,RURAL ,197.6 ,"1,317.6 ",813 ,505 ,293 ,15 ,17 ,475 ,,,,,,,,,,,,,,,,,,,,,,
MER,      2 AND 3 LN,URBAN,25.9 ,80.4 ,132 ,78 ,54 ,0 ,0 ,81 ,,,,,,,,,,,,,,,,,,,,,,
MER,      4+ UND,URBAN,2.0 ,9.4 ,26 ,12 ,12 ,2 ,2 ,23 ,,,,,,,,,,,,,,,,,,,,,,
MER,      4+ DIV,URBAN,7.2 ,58.7 ,150 ,73 ,76 ,1 ,1 ,112 ,,,,,,,,,,,,,,,,,,,,,,
MER,     SUBTOTAL,URBAN,35.1 ,148.6 ,308 ,163 ,142 ,3 ,3 ,216 ,,,,,,,,,,,,,,,,,,,,,,
MER,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MER,     4+ DIV EXP,URBAN,0.9 ,8.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MER,     NON FWY,URBAN,36.0 ,156.6 ,308 ,163 ,142 ,3 ,3 ,216 ,,,,,,,,,,,,,,,,,,,,,,
MER,     FREEWAY,URBAN,23.2 ,474.3 ,720 ,487 ,225 ,8 ,8 ,376 ,,,,,,,,,,,,,,,,,,,,,,
MER,     TOTAL,URBAN,59.2 ,630.9 ,"1,028 ",650 ,367 ,11 ,11 ,592 ,,,,,,,,,,,,,,,,,,,,,,
MER,      2 AND 3 LN,COUNTYWIDE,137.8 ,300.4 ,411 ,246 ,159 ,6 ,7 ,250 ,,,,,,,,,,,,,,,,,,,,,,
MER,      4+ UND,COUNTYWIDE,3.4 ,15.4 ,34 ,15 ,17 ,2 ,2 ,32 ,,,,,,,,,,,,,,,,,,,,,,
MER,      4+ DIV,COUNTYWIDE,7.6 ,61.7 ,157 ,75 ,81 ,1 ,1 ,121 ,,,,,,,,,,,,,,,,,,,,,,
MER,     SUBTOTAL,COUNTYWIDE,148.8 ,377.5 ,602 ,336 ,257 ,9 ,10 ,403 ,,,,,,,,,,,,,,,,,,,,,,
MER,     2 AND 3 LN EXP,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MER,     4+ DIV EXP,COUNTYWIDE,38.3 ,362.9 ,199 ,122 ,72 ,5 ,6 ,102 ,,,,,,,,,,,,,,,,,,,,,,
MER,     NON FWY,COUNTYWIDE,187.1 ,740.5 ,801 ,458 ,329 ,14 ,16 ,505 ,,,,,,,,,,,,,,,,,,,,,,
MER,     FREEWAY,COUNTYWIDE,69.7 ,"1,208.1 ","1,040 ",697 ,331 ,12 ,12 ,562 ,,,,,,,,,,,,,,,,,,,,,,
MER,     TOTAL,COUNTYWIDE,256.8 ,"1,948.6 ","1,841 ","1,155 ",660 ,26 ,28 ,"1,067 ",,,,,,,,,,,,,,,,,,,,,,
MNO,      2 AND 3 LN,RURAL ,231.8 ,125.3 ,111 ,80 ,31 ,0 ,0 ,40 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      4+ UND,RURAL ,7.1 ,12.6 ,10 ,8 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      4+ DIV,RURAL ,32.0 ,61.3 ,61 ,49 ,11 ,1 ,1 ,13 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     SUBTOTAL,RURAL ,270.8 ,199.3 ,182 ,137 ,44 ,1 ,1 ,55 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     2 AND 3 LN EXP,RURAL ,17.0 ,10.1 ,12 ,7 ,4 ,1 ,2 ,7 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     4+ DIV EXP,RURAL ,26.8 ,57.5 ,45 ,35 ,10 ,0 ,0 ,11 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     NON FWY,RURAL ,314.7 ,266.9 ,239 ,179 ,58 ,2 ,3 ,73 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     TOTAL,RURAL ,314.7 ,266.9 ,239 ,179 ,58 ,2 ,3 ,73 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      2 AND 3 LN,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      4+ DIV,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     SUBTOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     NON FWY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     FREEWAY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     TOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      2 AND 3 LN,COUNTYWIDE,231.8 ,125.3 ,111 ,80 ,31 ,0 ,0 ,40 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      4+ UND,COUNTYWIDE,7.1 ,12.6 ,10 ,8 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MNO,      4+ DIV,COUNTYWIDE,32.0 ,61.3 ,61 ,49 ,11 ,1 ,1 ,13 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     SUBTOTAL,COUNTYWIDE,270.8 ,199.3 ,182 ,137 ,44 ,1 ,1 ,55 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     2 AND 3 LN EXP,COUNTYWIDE,17.0 ,10.1 ,12 ,7 ,4 ,1 ,2 ,7 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     4+ DIV EXP,COUNTYWIDE,26.8 ,57.5 ,45 ,35 ,10 ,0 ,0 ,11 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     NON FWY,COUNTYWIDE,314.7 ,266.9 ,239 ,179 ,58 ,2 ,3 ,73 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     FREEWAY,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MNO,     TOTAL,COUNTYWIDE,314.7 ,266.9 ,239 ,179 ,58 ,2 ,3 ,73 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      2 AND 3 LN,RURAL ,160.2 ,70.1 ,73 ,53 ,19 ,1 ,1 ,26 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      4+ UND,RURAL ,1.5 ,1.9 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      4+ DIV,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     SUBTOTAL,RURAL ,161.6 ,72.0 ,73 ,53 ,19 ,1 ,1 ,26 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     2 AND 3 LN EXP,RURAL ,16.0 ,6.2 ,8 ,5 ,3 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     4+ DIV EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     NON FWY,RURAL ,177.6 ,78.1 ,81 ,58 ,22 ,1 ,1 ,30 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     TOTAL,RURAL ,177.6 ,78.1 ,81 ,58 ,22 ,1 ,1 ,30 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      2 AND 3 LN,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      4+ DIV,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     SUBTOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     NON FWY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     FREEWAY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     TOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      2 AND 3 LN,COUNTYWIDE,160.2 ,70.1 ,73 ,53 ,19 ,1 ,1 ,26 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      4+ UND,COUNTYWIDE,1.5 ,1.9 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,      4+ DIV,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     SUBTOTAL,COUNTYWIDE,161.6 ,72.0 ,73 ,53 ,19 ,1 ,1 ,26 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     2 AND 3 LN EXP,COUNTYWIDE,16.0 ,6.2 ,8 ,5 ,3 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     4+ DIV EXP,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     NON FWY,COUNTYWIDE,177.6 ,78.1 ,81 ,58 ,22 ,1 ,1 ,30 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     FREEWAY,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MOD,     TOTAL,COUNTYWIDE,177.6 ,78.1 ,81 ,58 ,22 ,1 ,1 ,30 ,,,,,,,,,,,,,,,,,,,,,,
MON,      2 AND 3 LN,RURAL ,121.8 ,171.9 ,172 ,91 ,80 ,1 ,1 ,122 ,,,,,,,,,,,,,,,,,,,,,,
MON,      4+ UND,RURAL ,0.1 ,0.7 ,3 ,0 ,3 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
MON,      4+ DIV,RURAL ,0.3 ,4.5 ,6 ,3 ,3 ,0 ,0 ,6 ,,,,,,,,,,,,,,,,,,,,,,
MON,     SUBTOTAL,RURAL ,122.2 ,177.1 ,181 ,94 ,86 ,1 ,1 ,131 ,,,,,,,,,,,,,,,,,,,,,,
MON,     2 AND 3 LN EXP,RURAL ,3.4 ,32.8 ,35 ,27 ,7 ,1 ,2 ,15 ,,,,,,,,,,,,,,,,,,,,,,
MON,     4+ DIV EXP,RURAL ,18.7 ,273.5 ,152 ,101 ,50 ,1 ,1 ,83 ,,,,,,,,,,,,,,,,,,,,,,
MON,     NON FWY,RURAL ,144.3 ,483.4 ,368 ,222 ,143 ,3 ,4 ,229 ,,,,,,,,,,,,,,,,,,,,,,
MON,     FREEWAY,RURAL ,59.0 ,586.0 ,226 ,143 ,79 ,4 ,5 ,135 ,,,,,,,,,,,,,,,,,,,,,,
MON,     TOTAL,RURAL ,203.2 ,"1,069.4 ",594 ,365 ,222 ,7 ,9 ,364 ,,,,,,,,,,,,,,,,,,,,,,
MON,      2 AND 3 LN,URBAN,31.3 ,214.7 ,223 ,147 ,71 ,5 ,7 ,109 ,,,,,,,,,,,,,,,,,,,,,,
MON,      4+ UND,URBAN,3.3 ,33.9 ,39 ,21 ,18 ,0 ,0 ,27 ,,,,,,,,,,,,,,,,,,,,,,
MON,      4+ DIV,URBAN,4.8 ,52.8 ,39 ,22 ,16 ,1 ,1 ,19 ,,,,,,,,,,,,,,,,,,,,,,
MON,     SUBTOTAL,URBAN,39.4 ,301.4 ,301 ,190 ,105 ,6 ,8 ,155 ,,,,,,,,,,,,,,,,,,,,,,
MON,     2 AND 3 LN EXP,URBAN,0.3 ,3.0 ,2 ,2 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MON,     4+ DIV EXP,URBAN,10.8 ,236.9 ,186 ,138 ,47 ,1 ,1 ,65 ,,,,,,,,,,,,,,,,,,,,,,
MON,     NON FWY,URBAN,50.5 ,541.3 ,489 ,330 ,152 ,7 ,9 ,220 ,,,,,,,,,,,,,,,,,,,,,,
MON,     FREEWAY,URBAN,31.6 ,527.8 ,487 ,361 ,123 ,3 ,3 ,168 ,,,,,,,,,,,,,,,,,,,,,,
MON,     TOTAL,URBAN,82.1 ,"1,069.1 ",976 ,691 ,275 ,10 ,12 ,388 ,,,,,,,,,,,,,,,,,,,,,,
MON,      2 AND 3 LN,COUNTYWIDE,153.1 ,386.6 ,395 ,238 ,151 ,6 ,8 ,231 ,,,,,,,,,,,,,,,,,,,,,,
MON,      4+ UND,COUNTYWIDE,3.4 ,34.7 ,42 ,21 ,21 ,0 ,0 ,30 ,,,,,,,,,,,,,,,,,,,,,,
MON,      4+ DIV,COUNTYWIDE,5.1 ,57.3 ,45 ,25 ,19 ,1 ,1 ,25 ,,,,,,,,,,,,,,,,,,,,,,
MON,     SUBTOTAL,COUNTYWIDE,161.6 ,478.5 ,482 ,284 ,191 ,7 ,9 ,286 ,,,,,,,,,,,,,,,,,,,,,,
MON,     2 AND 3 LN EXP,COUNTYWIDE,3.6 ,35.8 ,37 ,29 ,7 ,1 ,2 ,15 ,,,,,,,,,,,,,,,,,,,,,,
MON,     4+ DIV EXP,COUNTYWIDE,29.6 ,510.5 ,338 ,239 ,97 ,2 ,2 ,148 ,,,,,,,,,,,,,,,,,,,,,,
MON,     NON FWY,COUNTYWIDE,194.8 ,"1,024.8 ",857 ,552 ,295 ,10 ,13 ,449 ,,,,,,,,,,,,,,,,,,,,,,
MON,     FREEWAY,COUNTYWIDE,90.6 ,"1,113.8 ",713 ,504 ,202 ,7 ,8 ,303 ,,,,,,,,,,,,,,,,,,,,,,
MON,     TOTAL,COUNTYWIDE,285.3 ,"2,138.5 ","1,570 ","1,056 ",497 ,17 ,21 ,752 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      2 AND 3 LN,RURAL ,94.3 ,83.7 ,76 ,44 ,32 ,0 ,0 ,41 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      4+ UND,RURAL ,0.4 ,0.3 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      4+ DIV,RURAL ,2.5 ,3.7 ,2 ,0 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     SUBTOTAL,RURAL ,97.2 ,87.8 ,78 ,44 ,34 ,0 ,0 ,43 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     2 AND 3 LN EXP,RURAL ,19.9 ,34.2 ,38 ,26 ,12 ,0 ,0 ,20 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     4+ DIV EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     NON FWY,RURAL ,117.1 ,122.0 ,116 ,70 ,46 ,0 ,0 ,63 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     TOTAL,RURAL ,117.1 ,122.0 ,116 ,70 ,46 ,0 ,0 ,63 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      2 AND 3 LN,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      4+ DIV,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     SUBTOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     NON FWY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     FREEWAY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     TOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      2 AND 3 LN,COUNTYWIDE,94.3 ,83.7 ,76 ,44 ,32 ,0 ,0 ,41 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      4+ UND,COUNTYWIDE,0.4 ,0.3 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,      4+ DIV,COUNTYWIDE,2.5 ,3.7 ,2 ,0 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     SUBTOTAL,COUNTYWIDE,97.2 ,87.8 ,78 ,44 ,34 ,0 ,0 ,43 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     2 AND 3 LN EXP,COUNTYWIDE,19.9 ,34.2 ,38 ,26 ,12 ,0 ,0 ,20 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     4+ DIV EXP,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     NON FWY,COUNTYWIDE,117.1 ,122.0 ,116 ,70 ,46 ,0 ,0 ,63 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     FREEWAY,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MPA,     TOTAL,COUNTYWIDE,117.1 ,122.0 ,116 ,70 ,46 ,0 ,0 ,63 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      2 AND 3 LN,RURAL ,44.5 ,43.0 ,27 ,8 ,19 ,0 ,0 ,21 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      4+ UND,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      4+ DIV,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
